id,activity_hour,step_total,calories,total_intensity,average_intensity
4558609924,2016-04-09 01:00:00,0,56,0,0.0
4558609924,2016-04-09 02:00:00,0,56,0,0.0
4558609924,2016-04-09 03:00:00,0,56,0,0.0
4558609924,2016-04-09 04:00:00,0,56,0,0.0
4558609924,2016-04-09 05:00:00,0,56,0,0.0
4558609924,2016-04-09 06:00:00,55,62,3,0.05
4558609924,2016-04-09 07:00:00,134,76,11,0.183333
4558609924,2016-04-09 08:00:00,85,70,9,0.15
4558609924,2016-04-09 09:00:00,212,75,10,0.166667
4558609924,2016-04-09 10:00:00,122,71,9,0.15
4558609924,2016-04-09 11:00:00,617,107,26,0.433333
4558609924,2016-04-09 12:00:00,49,62,3,0.05
4558609924,2016-04-09 13:00:00,377,90,18,0.3
4558609924,2016-04-09 14:00:00,256,81,13,0.216667
4558609924,2016-04-09 15:00:00,537,96,19,0.316667
4558609924,2016-04-09 16:00:00,397,98,24,0.4
4558609924,2016-04-09 17:00:00,712,142,44,0.733333
4558609924,2016-04-09 18:00:00,403,111,26,0.433333
4558609924,2016-04-09 19:00:00,433,96,22,0.366667
4558609924,2016-04-09 20:00:00,815,111,23,0.383333
4558609924,2016-04-09 21:00:00,48,65,5,0.083333
4558609924,2016-04-09 22:00:00,14,58,1,0.016667
4558609924,2016-04-09 23:00:00,246,76,10,0.166667
4558609924,2016-04-10 00:00:00,0,56,0,0.0
4558609924,2016-04-10 01:00:00,0,56,0,0.0
4558609924,2016-04-10 02:00:00,0,56,0,0.0
4558609924,2016-04-10 03:00:00,0,56,0,0.0
4558609924,2016-04-10 04:00:00,0,56,0,0.0
4558609924,2016-04-10 05:00:00,0,56,0,0.0
4558609924,2016-04-10 06:00:00,0,56,0,0.0
4558609924,2016-04-10 07:00:00,78,69,7,0.116667
4558609924,2016-04-10 08:00:00,274,91,17,0.283333
4558609924,2016-04-10 09:00:00,314,80,11,0.183333
4558609924,2016-04-10 10:00:00,186,72,8,0.133333
4558609924,2016-04-10 11:00:00,1286,146,44,0.733333
4558609924,2016-04-10 12:00:00,916,117,29,0.483333
4558609924,2016-04-10 13:00:00,18,57,1,0.016667
4558609924,2016-04-10 14:00:00,271,77,11,0.183333
4558609924,2016-04-10 15:00:00,546,108,27,0.45
4558609924,2016-04-10 16:00:00,228,89,17,0.283333
4558609924,2016-04-10 17:00:00,325,94,19,0.316667
4558609924,2016-04-10 18:00:00,338,93,19,0.316667
4558609924,2016-04-10 19:00:00,866,134,42,0.7
4558609924,2016-04-10 20:00:00,230,81,14,0.233333
4558609924,2016-04-10 21:00:00,208,83,17,0.283333
4558609924,2016-04-10 22:00:00,164,69,7,0.116667
4558609924,2016-04-10 23:00:00,0,56,0,0.0
4558609924,2016-04-11 00:00:00,0,56,0,0.0
4558609924,2016-04-11 01:00:00,0,56,0,0.0
4558609924,2016-04-11 02:00:00,0,56,0,0.0
4558609924,2016-04-11 03:00:00,0,56,0,0.0
4558609924,2016-04-11 04:00:00,0,56,0,0.0
4558609924,2016-04-11 05:00:00,0,56,0,0.0
4558609924,2016-04-11 06:00:00,266,84,15,0.25
4558609924,2016-04-11 07:00:00,1277,162,47,0.783333
4558609924,2016-04-11 08:00:00,280,98,14,0.233333
4558609924,2016-04-11 09:00:00,379,101,15,0.25
4558609924,2016-04-11 10:00:00,828,122,31,0.516667
4558609924,2016-04-11 11:00:00,1101,126,27,0.45
4558609924,2016-04-11 12:00:00,1158,137,31,0.516667
4558609924,2016-04-11 13:00:00,763,150,33,0.55
4558609924,2016-04-11 14:00:00,317,103,13,0.216667
4558609924,2016-04-11 15:00:00,1390,171,43,0.716667
4558609924,2016-04-11 16:00:00,727,114,15,0.25
4558609924,2016-04-11 17:00:00,129,82,11,0.183333
4558609924,2016-04-11 18:00:00,199,83,12,0.2
4558609924,2016-04-11 19:00:00,0,56,0,0.0
4558609924,2016-04-11 20:00:00,14,59,1,0.016667
4558609924,2016-04-11 21:00:00,0,56,0,0.0
4558609924,2016-04-11 22:00:00,0,56,0,0.0
4558609924,2016-04-11 23:00:00,0,56,0,0.0
4558609924,2016-04-12 00:00:00,0,56,0,0.0
4558609924,2016-04-12 01:00:00,0,56,0,0.0
4558609924,2016-04-12 02:00:00,0,56,0,0.0
4558609924,2016-04-12 03:00:00,0,56,0,0.0
4558609924,2016-04-12 04:00:00,0,56,0,0.0
4558609924,2016-04-12 05:00:00,0,56,0,0.0
4558609924,2016-04-12 06:00:00,151,70,7,0.116667
4558609924,2016-04-12 07:00:00,208,78,11,0.183333
4558609924,2016-04-12 08:00:00,163,76,12,0.2
4558609924,2016-04-12 09:00:00,514,112,31,0.516667
4702921684,2016-03-12 00:00:00,0,85,0,0.0
4702921684,2016-03-12 01:00:00,0,84,0,0.0
4702921684,2016-03-12 02:00:00,0,85,0,0.0
4702921684,2016-03-12 03:00:00,0,85,0,0.0
4702921684,2016-03-12 04:00:00,0,84,0,0.0
4702921684,2016-03-12 05:00:00,0,86,0,0.0
4702921684,2016-03-12 06:00:00,292,132,17,0.283333
4702921684,2016-03-12 07:00:00,521,142,16,0.266667
4702921684,2016-03-12 08:00:00,122,105,4,0.066667
4702921684,2016-03-12 09:00:00,760,174,28,0.466667
4702921684,2016-03-12 10:00:00,1008,210,42,0.7
4702921684,2016-03-12 11:00:00,2773,321,88,1.466667
4702921684,2016-03-12 12:00:00,817,173,24,0.4
4702921684,2016-03-12 13:00:00,1424,233,43,0.716667
4702921684,2016-03-12 14:00:00,468,156,23,0.383333
4702921684,2016-03-12 15:00:00,1409,230,51,0.85
4702921684,2016-03-12 16:00:00,752,178,31,0.516667
4702921684,2016-03-12 17:00:00,1013,189,29,0.483333
4702921684,2016-03-12 18:00:00,611,163,24,0.4
4702921684,2016-03-12 19:00:00,624,176,31,0.516667
4702921684,2016-03-12 20:00:00,738,178,29,0.483333
4702921684,2016-03-12 21:00:00,339,149,22,0.366667
4702921684,2016-03-12 22:00:00,107,104,7,0.116667
4702921684,2016-03-12 23:00:00,0,85,0,0.0
4702921684,2016-03-13 00:00:00,0,84,0,0.0
4702921684,2016-03-13 01:00:00,0,85,0,0.0
4702921684,2016-03-13 02:00:00,0,84,0,0.0
4702921684,2016-03-13 03:00:00,0,84,0,0.0
4702921684,2016-03-13 04:00:00,0,84,0,0.0
4702921684,2016-03-13 05:00:00,0,84,0,0.0
4702921684,2016-03-13 06:00:00,0,84,0,0.0
4702921684,2016-03-13 07:00:00,0,84,0,0.0
4702921684,2016-03-13 08:00:00,0,84,0,0.0
4702921684,2016-03-13 09:00:00,0,84,0,0.0
4702921684,2016-03-13 10:00:00,0,84,0,0.0
4702921684,2016-03-13 11:00:00,0,84,0,0.0
4702921684,2016-03-13 12:00:00,848,166,27,0.45
4702921684,2016-03-13 13:00:00,3051,334,94,1.566667
4702921684,2016-03-13 14:00:00,2653,317,84,1.4
4702921684,2016-03-13 15:00:00,2037,268,67,1.116667
4702921684,2016-03-13 16:00:00,714,166,23,0.383333
4702921684,2016-03-13 17:00:00,911,183,35,0.583333
4702921684,2016-03-13 18:00:00,152,111,8,0.133333
4702921684,2016-03-13 19:00:00,313,137,18,0.3
4702921684,2016-03-13 20:00:00,176,116,10,0.166667
4702921684,2016-03-13 21:00:00,49,104,7,0.116667
4702921684,2016-03-13 22:00:00,132,104,6,0.1
4702921684,2016-03-13 23:00:00,6,87,1,0.016667
4702921684,2016-03-14 00:00:00,7,86,1,0.016667
4702921684,2016-03-14 01:00:00,0,85,0,0.0
4702921684,2016-03-14 02:00:00,0,85,0,0.0
4702921684,2016-03-14 03:00:00,0,84,0,0.0
4702921684,2016-03-14 04:00:00,0,84,0,0.0
4702921684,2016-03-14 05:00:00,0,85,0,0.0
4702921684,2016-03-14 06:00:00,765,161,28,0.466667
4702921684,2016-03-14 07:00:00,191,121,10,0.166667
4702921684,2016-03-14 08:00:00,222,112,8,0.133333
4702921684,2016-03-14 09:00:00,311,129,15,0.25
4702921684,2016-03-14 10:00:00,237,126,13,0.216667
4702921684,2016-03-14 11:00:00,173,116,10,0.166667
4702921684,2016-03-14 12:00:00,311,136,18,0.3
4702921684,2016-03-14 13:00:00,255,130,15,0.25
4702921684,2016-03-14 14:00:00,181,117,10,0.166667
4702921684,2016-03-14 15:00:00,282,124,12,0.2
4702921684,2016-03-14 16:00:00,240,131,16,0.266667
4702921684,2016-03-14 17:00:00,731,158,18,0.3
4702921684,2016-03-14 18:00:00,1022,190,35,0.583333
4702921684,2016-03-14 19:00:00,1132,215,42,0.7
4702921684,2016-03-14 20:00:00,746,184,34,0.566667
4702921684,2016-03-14 21:00:00,30,102,4,0.066667
4702921684,2016-03-14 22:00:00,98,101,6,0.1
4702921684,2016-03-14 23:00:00,0,84,0,0.0
4702921684,2016-03-15 00:00:00,0,84,0,0.0
4702921684,2016-03-15 01:00:00,0,85,0,0.0
4702921684,2016-03-15 02:00:00,0,85,0,0.0
4702921684,2016-03-15 03:00:00,0,85,0,0.0
4702921684,2016-03-15 04:00:00,0,84,0,0.0
4702921684,2016-03-15 05:00:00,7,88,1,0.016667
4702921684,2016-03-15 06:00:00,969,183,28,0.466667
4702921684,2016-03-15 07:00:00,445,138,14,0.233333
4702921684,2016-03-15 08:00:00,227,123,12,0.2
4702921684,2016-03-15 09:00:00,1395,215,27,0.45
4702921684,2016-03-15 10:00:00,152,117,11,0.183333
4702921684,2016-03-15 11:00:00,172,120,12,0.2
4702921684,2016-03-15 12:00:00,206,119,10,0.166667
4702921684,2016-03-15 13:00:00,237,116,9,0.15
4702921684,2016-03-15 14:00:00,14,99,2,0.033333
4702921684,2016-03-15 15:00:00,144,115,8,0.133333
4702921684,2016-03-15 16:00:00,374,130,12,0.2
4702921684,2016-03-15 17:00:00,932,173,18,0.3
4702921684,2016-03-15 18:00:00,643,171,27,0.45
4702921684,2016-03-15 19:00:00,1022,199,34,0.566667
4702921684,2016-03-15 20:00:00,666,175,31,0.516667
4702921684,2016-03-15 21:00:00,820,186,38,0.633333
4702921684,2016-03-15 22:00:00,5,87,1,0.016667
4702921684,2016-03-15 23:00:00,0,85,0,0.0
4702921684,2016-03-16 00:00:00,0,84,0,0.0
4702921684,2016-03-16 01:00:00,0,85,0,0.0
4702921684,2016-03-16 02:00:00,0,85,0,0.0
4702921684,2016-03-16 03:00:00,0,85,0,0.0
4702921684,2016-03-16 04:00:00,0,87,0,0.0
4702921684,2016-03-16 05:00:00,0,85,0,0.0
4702921684,2016-03-16 06:00:00,390,135,17,0.283333
4702921684,2016-03-16 07:00:00,229,117,7,0.116667
4702921684,2016-03-16 08:00:00,181,115,9,0.15
4702921684,2016-03-16 09:00:00,676,149,12,0.2
4702921684,2016-03-16 10:00:00,343,131,12,0.2
4702921684,2016-03-16 11:00:00,688,150,25,0.416667
4702921684,2016-03-16 12:00:00,224,116,9,0.15
4702921684,2016-03-16 13:00:00,128,106,6,0.1
4702921684,2016-03-16 14:00:00,172,107,7,0.116667
4702921684,2016-03-16 15:00:00,251,110,7,0.116667
4702921684,2016-03-16 16:00:00,91,99,3,0.05
4702921684,2016-03-16 17:00:00,427,136,15,0.25
4702921684,2016-03-16 18:00:00,789,169,31,0.516667
4702921684,2016-03-16 19:00:00,478,159,26,0.433333
4702921684,2016-03-16 20:00:00,848,186,32,0.533333
4702921684,2016-03-16 21:00:00,213,122,10,0.166667
4702921684,2016-03-16 22:00:00,48,93,3,0.05
4702921684,2016-03-16 23:00:00,0,85,0,0.0
4702921684,2016-03-17 00:00:00,0,85,0,0.0
4702921684,2016-03-17 01:00:00,0,84,0,0.0
4702921684,2016-03-17 02:00:00,0,85,0,0.0
4702921684,2016-03-17 03:00:00,0,85,0,0.0
4702921684,2016-03-17 04:00:00,0,85,0,0.0
4702921684,2016-03-17 05:00:00,0,86,0,0.0
4702921684,2016-03-17 06:00:00,875,174,36,0.6
4702921684,2016-03-17 07:00:00,267,118,7,0.116667
4702921684,2016-03-17 08:00:00,138,106,6,0.1
4702921684,2016-03-17 09:00:00,1288,210,27,0.45
4702921684,2016-03-17 10:00:00,85,102,5,0.083333
4702921684,2016-03-17 11:00:00,78,94,2,0.033333
4702921684,2016-03-17 12:00:00,514,132,10,0.166667
4702921684,2016-03-17 13:00:00,202,114,9,0.15
4702921684,2016-03-17 14:00:00,273,120,11,0.183333
4702921684,2016-03-17 15:00:00,367,123,10,0.166667
4702921684,2016-03-17 16:00:00,131,105,6,0.1
4702921684,2016-03-17 17:00:00,1157,190,34,0.566667
4702921684,2016-03-17 18:00:00,553,161,23,0.383333
4702921684,2016-03-17 19:00:00,190,124,12,0.2
4702921684,2016-03-17 20:00:00,548,172,31,0.516667
4702921684,2016-03-17 21:00:00,549,163,26,0.433333
4702921684,2016-03-17 22:00:00,164,116,10,0.166667
4702921684,2016-03-17 23:00:00,0,86,0,0.0
4702921684,2016-03-18 00:00:00,0,85,0,0.0
4702921684,2016-03-18 01:00:00,0,85,0,0.0
4702921684,2016-03-18 02:00:00,0,85,0,0.0
4702921684,2016-03-18 03:00:00,0,85,0,0.0
4702921684,2016-03-18 04:00:00,0,84,0,0.0
4702921684,2016-03-18 05:00:00,0,86,0,0.0
4702921684,2016-03-18 06:00:00,988,196,34,0.566667
4702921684,2016-03-18 07:00:00,667,160,20,0.333333
4702921684,2016-03-18 08:00:00,218,111,7,0.116667
4702921684,2016-03-18 09:00:00,124,104,6,0.1
4702921684,2016-03-18 10:00:00,144,105,6,0.1
4702921684,2016-03-18 11:00:00,309,117,9,0.15
4702921684,2016-03-18 12:00:00,558,143,21,0.35
4702921684,2016-03-18 13:00:00,979,188,31,0.516667
4702921684,2016-03-18 14:00:00,101,104,5,0.083333
4702921684,2016-03-18 15:00:00,331,124,10,0.166667
4702921684,2016-03-18 16:00:00,295,114,7,0.116667
4702921684,2016-03-18 17:00:00,1337,210,44,0.733333
4702921684,2016-03-18 18:00:00,360,126,10,0.166667
4702921684,2016-03-18 19:00:00,0,84,0,0.0
4702921684,2016-03-18 20:00:00,0,84,0,0.0
4702921684,2016-03-18 21:00:00,0,84,0,0.0
4702921684,2016-03-18 22:00:00,0,84,0,0.0
4702921684,2016-03-18 23:00:00,0,84,0,0.0
4702921684,2016-03-19 00:00:00,0,84,0,0.0
4702921684,2016-03-19 01:00:00,0,84,0,0.0
4702921684,2016-03-19 02:00:00,0,84,0,0.0
4702921684,2016-03-19 03:00:00,0,84,0,0.0
4702921684,2016-03-19 04:00:00,0,84,0,0.0
4702921684,2016-03-19 05:00:00,0,84,0,0.0
4702921684,2016-03-19 06:00:00,0,84,0,0.0
4702921684,2016-03-19 07:00:00,0,84,0,0.0
4702921684,2016-03-19 08:00:00,0,84,0,0.0
4702921684,2016-03-19 09:00:00,0,84,0,0.0
4702921684,2016-03-19 10:00:00,0,84,0,0.0
4702921684,2016-03-19 11:00:00,0,84,0,0.0
4702921684,2016-03-19 12:00:00,0,84,0,0.0
4702921684,2016-03-19 13:00:00,0,84,0,0.0
4702921684,2016-03-19 14:00:00,0,84,0,0.0
4702921684,2016-03-19 15:00:00,0,84,0,0.0
4702921684,2016-03-19 16:00:00,0,84,0,0.0
4702921684,2016-03-19 17:00:00,9,86,1,0.016667
4702921684,2016-03-19 18:00:00,0,84,0,0.0
4702921684,2016-03-19 19:00:00,0,84,0,0.0
4702921684,2016-03-19 20:00:00,0,84,0,0.0
4702921684,2016-03-19 21:00:00,0,84,0,0.0
4702921684,2016-03-19 22:00:00,0,84,0,0.0
4702921684,2016-03-19 23:00:00,0,84,0,0.0
4702921684,2016-03-20 00:00:00,0,84,0,0.0
4702921684,2016-03-20 01:00:00,0,84,0,0.0
4702921684,2016-03-20 02:00:00,0,84,0,0.0
4702921684,2016-03-20 03:00:00,0,84,0,0.0
4702921684,2016-03-20 04:00:00,0,84,0,0.0
4702921684,2016-03-20 05:00:00,0,84,0,0.0
4702921684,2016-03-20 06:00:00,0,84,0,0.0
4702921684,2016-03-20 07:00:00,0,84,0,0.0
4702921684,2016-03-20 08:00:00,0,84,0,0.0
4702921684,2016-03-20 09:00:00,0,84,0,0.0
4702921684,2016-03-20 10:00:00,0,84,0,0.0
4702921684,2016-03-20 11:00:00,0,84,0,0.0
4702921684,2016-03-20 12:00:00,0,84,0,0.0
4702921684,2016-03-20 13:00:00,0,84,0,0.0
4702921684,2016-03-20 14:00:00,0,84,0,0.0
4702921684,2016-03-20 15:00:00,0,84,0,0.0
4702921684,2016-03-20 16:00:00,0,84,0,0.0
4702921684,2016-03-20 17:00:00,0,84,0,0.0
4702921684,2016-03-20 18:00:00,0,84,0,0.0
4702921684,2016-03-20 19:00:00,0,84,0,0.0
4702921684,2016-03-20 20:00:00,0,84,0,0.0
4702921684,2016-03-20 21:00:00,0,84,0,0.0
4702921684,2016-03-20 22:00:00,0,84,0,0.0
4702921684,2016-03-20 23:00:00,0,84,0,0.0
4702921684,2016-03-21 00:00:00,0,84,0,0.0
4702921684,2016-03-21 01:00:00,0,84,0,0.0
4702921684,2016-03-21 02:00:00,0,84,0,0.0
4702921684,2016-03-21 03:00:00,0,84,0,0.0
4702921684,2016-03-21 04:00:00,0,84,0,0.0
4702921684,2016-03-21 05:00:00,0,84,0,0.0
4702921684,2016-03-21 06:00:00,333,114,6,0.1
4702921684,2016-03-21 07:00:00,182,111,6,0.1
4702921684,2016-03-21 08:00:00,0,84,0,0.0
4702921684,2016-03-21 09:00:00,0,84,0,0.0
4702921684,2016-03-21 10:00:00,0,84,0,0.0
4702921684,2016-03-21 11:00:00,0,84,0,0.0
4702921684,2016-03-21 12:00:00,0,84,0,0.0
4702921684,2016-03-21 13:00:00,89,99,4,0.066667
4702921684,2016-03-21 14:00:00,210,112,8,0.133333
4702921684,2016-03-21 15:00:00,103,99,3,0.05
4702921684,2016-03-21 16:00:00,154,105,6,0.1
4702921684,2016-03-21 17:00:00,433,135,14,0.233333
4702921684,2016-03-21 18:00:00,530,149,19,0.316667
4702921684,2016-03-21 19:00:00,0,84,0,0.0
4702921684,2016-03-21 20:00:00,732,166,24,0.4
4702921684,2016-03-21 21:00:00,430,136,13,0.216667
4702921684,2016-03-21 22:00:00,283,116,10,0.166667
4702921684,2016-03-21 23:00:00,0,84,0,0.0
4702921684,2016-03-22 00:00:00,0,85,0,0.0
4702921684,2016-03-22 01:00:00,11,87,1,0.016667
4702921684,2016-03-22 02:00:00,16,87,1,0.016667
4702921684,2016-03-22 03:00:00,23,88,1,0.016667
4702921684,2016-03-22 04:00:00,8,86,1,0.016667
4702921684,2016-03-22 05:00:00,0,84,0,0.0
4702921684,2016-03-22 06:00:00,621,164,24,0.4
4702921684,2016-03-22 07:00:00,261,119,9,0.15
4702921684,2016-03-22 08:00:00,141,103,5,0.083333
4702921684,2016-03-22 09:00:00,1324,197,19,0.316667
4702921684,2016-03-22 10:00:00,417,127,12,0.2
4702921684,2016-03-22 11:00:00,96,104,5,0.083333
4702921684,2016-03-22 12:00:00,1232,209,27,0.45
4702921684,2016-03-22 13:00:00,108,108,7,0.116667
4702921684,2016-03-22 14:00:00,186,117,10,0.166667
4702921684,2016-03-22 15:00:00,108,100,4,0.066667
4702921684,2016-03-22 16:00:00,195,121,12,0.2
4702921684,2016-03-22 17:00:00,904,173,33,0.55
4702921684,2016-03-22 18:00:00,783,174,31,0.516667
4702921684,2016-03-22 19:00:00,1388,225,55,0.916667
4702921684,2016-03-22 20:00:00,701,172,27,0.45
4702921684,2016-03-22 21:00:00,668,179,32,0.533333
4702921684,2016-03-22 22:00:00,467,137,16,0.266667
4702921684,2016-03-22 23:00:00,0,85,0,0.0
4702921684,2016-03-23 00:00:00,0,85,0,0.0
4702921684,2016-03-23 01:00:00,0,84,0,0.0
4702921684,2016-03-23 02:00:00,0,86,0,0.0
4702921684,2016-03-23 03:00:00,0,85,0,0.0
4702921684,2016-03-23 04:00:00,0,85,0,0.0
4702921684,2016-03-23 05:00:00,0,86,0,0.0
4702921684,2016-03-23 06:00:00,855,180,29,0.483333
4702921684,2016-03-23 07:00:00,369,129,12,0.2
4702921684,2016-03-23 08:00:00,69,96,3,0.05
4702921684,2016-03-23 09:00:00,578,141,11,0.183333
4702921684,2016-03-23 10:00:00,119,106,6,0.1
4702921684,2016-03-23 11:00:00,678,146,21,0.35
4702921684,2016-03-23 12:00:00,164,112,8,0.133333
4702921684,2016-03-23 13:00:00,142,110,8,0.133333
4702921684,2016-03-23 14:00:00,143,112,8,0.133333
4702921684,2016-03-23 15:00:00,48,102,6,0.1
4702921684,2016-03-23 16:00:00,208,130,18,0.3
4702921684,2016-03-23 17:00:00,866,174,22,0.366667
4702921684,2016-03-23 18:00:00,758,170,22,0.366667
4702921684,2016-03-23 19:00:00,687,167,25,0.416667
4702921684,2016-03-23 20:00:00,261,131,16,0.266667
4702921684,2016-03-23 21:00:00,226,136,18,0.3
4702921684,2016-03-23 22:00:00,408,133,16,0.266667
4702921684,2016-03-23 23:00:00,0,84,0,0.0
4702921684,2016-03-24 00:00:00,0,84,0,0.0
4702921684,2016-03-24 01:00:00,0,85,0,0.0
4702921684,2016-03-24 02:00:00,0,85,0,0.0
4702921684,2016-03-24 03:00:00,0,84,0,0.0
4702921684,2016-03-24 04:00:00,11,89,1,0.016667
4702921684,2016-03-24 05:00:00,20,91,2,0.033333
4702921684,2016-03-24 06:00:00,667,166,24,0.4
4702921684,2016-03-24 07:00:00,213,111,6,0.1
4702921684,2016-03-24 08:00:00,168,106,6,0.1
4702921684,2016-03-24 09:00:00,1219,193,19,0.316667
4702921684,2016-03-24 10:00:00,159,119,13,0.216667
4702921684,2016-03-24 11:00:00,6,92,1,0.016667
4702921684,2016-03-24 12:00:00,1119,181,33,0.55
4702921684,2016-03-24 13:00:00,34,98,3,0.05
4702921684,2016-03-24 14:00:00,208,118,10,0.166667
4702921684,2016-03-24 15:00:00,13,96,2,0.033333
4702921684,2016-03-24 16:00:00,233,119,10,0.166667
4702921684,2016-03-24 17:00:00,1106,183,35,0.583333
4702921684,2016-03-24 18:00:00,640,156,24,0.4
4702921684,2016-03-24 19:00:00,539,169,32,0.533333
4702921684,2016-03-24 20:00:00,343,146,22,0.366667
4702921684,2016-03-24 21:00:00,1066,199,33,0.55
4702921684,2016-03-24 22:00:00,71,94,3,0.05
4702921684,2016-03-24 23:00:00,0,84,0,0.0
4702921684,2016-03-25 00:00:00,0,85,0,0.0
4702921684,2016-03-25 01:00:00,0,85,0,0.0
4702921684,2016-03-25 02:00:00,0,85,0,0.0
4702921684,2016-03-25 03:00:00,0,84,0,0.0
4702921684,2016-03-25 04:00:00,0,85,0,0.0
4702921684,2016-03-25 05:00:00,6,87,1,0.016667
4702921684,2016-03-25 06:00:00,713,157,22,0.366667
4702921684,2016-03-25 07:00:00,674,165,22,0.366667
4702921684,2016-03-25 08:00:00,51,97,3,0.05
4702921684,2016-03-25 09:00:00,192,116,10,0.166667
4702921684,2016-03-25 10:00:00,225,112,6,0.1
4702921684,2016-03-25 11:00:00,14,92,2,0.033333
4702921684,2016-03-25 12:00:00,257,126,13,0.216667
4702921684,2016-03-25 13:00:00,78,104,7,0.116667
4702921684,2016-03-25 14:00:00,191,115,8,0.133333
4702921684,2016-03-25 15:00:00,119,109,7,0.116667
4702921684,2016-03-25 16:00:00,94,108,8,0.133333
4702921684,2016-03-25 17:00:00,1344,206,42,0.7
4702921684,2016-03-25 18:00:00,814,178,27,0.45
4702921684,2016-03-25 19:00:00,573,162,24,0.4
4702921684,2016-03-25 20:00:00,213,124,13,0.216667
4702921684,2016-03-25 21:00:00,299,137,17,0.283333
4702921684,2016-03-25 22:00:00,228,117,11,0.183333
4702921684,2016-03-25 23:00:00,0,85,0,0.0
4702921684,2016-03-26 00:00:00,0,84,0,0.0
4702921684,2016-03-26 01:00:00,0,84,0,0.0
4702921684,2016-03-26 02:00:00,0,85,0,0.0
4702921684,2016-03-26 03:00:00,0,84,0,0.0
4702921684,2016-03-26 04:00:00,0,85,0,0.0
4702921684,2016-03-26 05:00:00,0,85,0,0.0
4702921684,2016-03-26 06:00:00,16,90,1,0.016667
4702921684,2016-03-26 07:00:00,605,164,27,0.45
4702921684,2016-03-26 08:00:00,388,132,14,0.233333
4702921684,2016-03-26 09:00:00,636,155,28,0.466667
4702921684,2016-03-26 10:00:00,1984,261,70,1.166667
4702921684,2016-03-26 11:00:00,1820,248,66,1.1
4702921684,2016-03-26 12:00:00,2320,289,82,1.366667
4702921684,2016-03-26 13:00:00,872,181,37,0.616667
4702921684,2016-03-26 14:00:00,1282,214,45,0.75
4702921684,2016-03-26 15:00:00,817,176,23,0.383333
4702921684,2016-03-26 16:00:00,1094,199,29,0.483333
4702921684,2016-03-26 17:00:00,199,125,11,0.183333
4702921684,2016-03-26 18:00:00,801,172,24,0.4
4702921684,2016-03-26 19:00:00,603,162,26,0.433333
4702921684,2016-03-26 20:00:00,529,162,26,0.433333
4702921684,2016-03-26 21:00:00,859,204,42,0.7
4702921684,2016-03-26 22:00:00,247,131,15,0.25
4702921684,2016-03-26 23:00:00,0,84,0,0.0
4702921684,2016-03-27 00:00:00,0,85,0,0.0
4702921684,2016-03-27 01:00:00,0,85,0,0.0
4702921684,2016-03-27 02:00:00,0,85,0,0.0
4702921684,2016-03-27 03:00:00,0,84,0,0.0
4702921684,2016-03-27 04:00:00,0,84,0,0.0
4702921684,2016-03-27 05:00:00,4,87,1,0.016667
4702921684,2016-03-27 06:00:00,0,84,0,0.0
4702921684,2016-03-27 07:00:00,556,154,24,0.4
4702921684,2016-03-27 08:00:00,162,121,11,0.183333
4702921684,2016-03-27 09:00:00,1665,258,55,0.916667
4702921684,2016-03-27 10:00:00,256,126,12,0.2
4702921684,2016-03-27 11:00:00,331,130,14,0.233333
4702921684,2016-03-27 12:00:00,2262,290,67,1.116667
4702921684,2016-03-27 13:00:00,1763,263,64,1.066667
4702921684,2016-03-27 14:00:00,1642,244,52,0.866667
4702921684,2016-03-27 15:00:00,2310,293,89,1.483333
4702921684,2016-03-27 16:00:00,234,122,10,0.166667
4702921684,2016-03-27 17:00:00,789,172,31,0.516667
4702921684,2016-03-27 18:00:00,485,145,21,0.35
4702921684,2016-03-27 19:00:00,0,84,0,0.0
4702921684,2016-03-27 20:00:00,118,116,11,0.183333
4702921684,2016-03-27 21:00:00,42,94,4,0.066667
4702921684,2016-03-27 22:00:00,0,87,0,0.0
4702921684,2016-03-27 23:00:00,0,85,0,0.0
4702921684,2016-03-28 00:00:00,0,84,0,0.0
4702921684,2016-03-28 01:00:00,0,84,0,0.0
4702921684,2016-03-28 02:00:00,0,86,0,0.0
4702921684,2016-03-28 03:00:00,0,84,0,0.0
4702921684,2016-03-28 04:00:00,0,84,0,0.0
4702921684,2016-03-28 05:00:00,0,85,0,0.0
4702921684,2016-03-28 06:00:00,719,169,26,0.433333
4702921684,2016-03-28 07:00:00,328,135,14,0.233333
4702921684,2016-03-28 08:00:00,302,116,6,0.1
4702921684,2016-03-28 09:00:00,46,94,3,0.05
4702921684,2016-03-28 10:00:00,277,124,13,0.216667
4702921684,2016-03-28 11:00:00,54,105,7,0.116667
4702921684,2016-03-28 12:00:00,255,128,14,0.233333
4702921684,2016-03-28 13:00:00,61,103,6,0.1
4702921684,2016-03-28 14:00:00,130,114,11,0.183333
4702921684,2016-03-28 15:00:00,6,87,1,0.016667
4702921684,2016-03-28 16:00:00,118,99,4,0.066667
4702921684,2016-03-28 17:00:00,1183,189,39,0.65
4702921684,2016-03-28 18:00:00,455,153,21,0.35
4702921684,2016-03-28 19:00:00,1230,221,41,0.683333
4702921684,2016-03-28 20:00:00,1152,207,34,0.566667
4702921684,2016-03-28 21:00:00,773,198,41,0.683333
4702921684,2016-03-28 22:00:00,360,142,18,0.3
4702921684,2016-03-28 23:00:00,0,84,0,0.0
4702921684,2016-03-29 00:00:00,4,87,1,0.016667
